dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D032,brucellosis,Brucellosis,AU,Australia,D032,Brucellosis,布鲁氏菌病,Bacterial,2000-01-01,2000-01,2,0.45161290322580644,0,0.010453432805412327,wpp_computed,,2000-01-01,2026-03-01,2026-03-21T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D032,brucellosis,Brucellosis,AU,Australia,D032,Brucellosis,布鲁氏菌病,Bacterial,2000-02-01,2000-02,0,0.0,0,0.0,wpp_computed,,2000-01-01,2026-03-01,2026-03-21T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D032,brucellosis,Brucellosis,AU,Australia,D032,Brucellosis,布鲁氏菌病,Bacterial,2000-03-01,2000-03,3,0.7241379310344828,0,0.015680149208118492,wpp_computed,,2000-01-01,2026-03-01,2026-03-21T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D032,brucellosis,Brucellosis,AU,Australia,D032,Brucellosis,布鲁氏菌病,Bacterial,2000-04-01,2000-04,0,0.0,0,0.0,wpp_computed,,2000-01-01,2026-03-01,2026-03-21T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D032,brucellosis,Brucellosis,AU,Australia,D032,Brucellosis,布鲁氏菌病,Bacterial,2000-05-01,2000-05,1,0.23333333333333334,0,0.005226716402706164,wpp_computed,,2000-01-01,2026-03-01,2026-03-21T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D032,brucellosis,Brucellosis,AU,Australia,D032,Brucellosis,布鲁氏菌病,Bacterial,2000-06-01,2000-06,1,0.22580645161290322,0,0.005226716402706164,wpp_computed,,2000-01-01,2026-03-01,2026-03-21T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D032,brucellosis,Brucellosis,AU,Australia,D032,Brucellosis,布鲁氏菌病,Bacterial,2000-07-01,2000-07,1,0.23333333333333334,0,0.005226716402706164,wpp_computed,,2000-01-01,2026-03-01,2026-03-21T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D032,brucellosis,Brucellosis,AU,Australia,D032,Brucellosis,布鲁氏菌病,Bacterial,2000-08-01,2000-08,5,1.129032258064516,0,0.026133582013530818,wpp_computed,,2000-01-01,2026-03-01,2026-03-21T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D032,brucellosis,Brucellosis,AU,Australia,D032,Brucellosis,布鲁氏菌病,Bacterial,2000-09-01,2000-09,5,1.129032258064516,0,0.026133582013530818,wpp_computed,,2000-01-01,2026-03-01,2026-03-21T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D032,brucellosis,Brucellosis,AU,Australia,D032,Brucellosis,布鲁氏菌病,Bacterial,2000-10-01,2000-10,3,0.7000000000000001,0,0.015680149208118492,wpp_computed,,2000-01-01,2026-03-01,2026-03-21T00:00:00+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
