dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,coverage_start,coverage_end,generated_at,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D115,shiga-toxin-producing-escherichia-coli-infection,Shiga toxin-producing Escherichia coli infection,AU,Australia,D115,Shiga toxin-producing Escherichia coli infection,产志贺毒素大肠杆菌感染,Bacterial,2000-01-01,2000-01,7,1.5806451612903225,0,0.036587014818943144,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:36:35.923232+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D115,shiga-toxin-producing-escherichia-coli-infection,Shiga toxin-producing Escherichia coli infection,AU,Australia,D115,Shiga toxin-producing Escherichia coli infection,产志贺毒素大肠杆菌感染,Bacterial,2000-02-01,2000-02,6,1.3548387096774193,0,0.031360298416236984,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:36:35.923232+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D115,shiga-toxin-producing-escherichia-coli-infection,Shiga toxin-producing Escherichia coli infection,AU,Australia,D115,Shiga toxin-producing Escherichia coli infection,产志贺毒素大肠杆菌感染,Bacterial,2000-03-01,2000-03,4,0.9655172413793103,0,0.020906865610824655,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:36:35.923232+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D115,shiga-toxin-producing-escherichia-coli-infection,Shiga toxin-producing Escherichia coli infection,AU,Australia,D115,Shiga toxin-producing Escherichia coli infection,产志贺毒素大肠杆菌感染,Bacterial,2000-04-01,2000-04,3,0.6774193548387096,0,0.015680149208118492,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:36:35.923232+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D115,shiga-toxin-producing-escherichia-coli-infection,Shiga toxin-producing Escherichia coli infection,AU,Australia,D115,Shiga toxin-producing Escherichia coli infection,产志贺毒素大肠杆菌感染,Bacterial,2000-05-01,2000-05,1,0.23333333333333334,0,0.005226716402706164,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:36:35.923232+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D115,shiga-toxin-producing-escherichia-coli-infection,Shiga toxin-producing Escherichia coli infection,AU,Australia,D115,Shiga toxin-producing Escherichia coli infection,产志贺毒素大肠杆菌感染,Bacterial,2000-07-01,2000-07,3,0.3442622950819672,0,0.015680149208118492,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:36:35.923232+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D115,shiga-toxin-producing-escherichia-coli-infection,Shiga toxin-producing Escherichia coli infection,AU,Australia,D115,Shiga toxin-producing Escherichia coli infection,产志贺毒素大肠杆菌感染,Bacterial,2000-08-01,2000-08,2,0.45161290322580644,0,0.010453432805412327,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:36:35.923232+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D115,shiga-toxin-producing-escherichia-coli-infection,Shiga toxin-producing Escherichia coli infection,AU,Australia,D115,Shiga toxin-producing Escherichia coli infection,产志贺毒素大肠杆菌感染,Bacterial,2000-09-01,2000-09,6,1.3548387096774193,0,0.031360298416236984,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:36:35.923232+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D115,shiga-toxin-producing-escherichia-coli-infection,Shiga toxin-producing Escherichia coli infection,AU,Australia,D115,Shiga toxin-producing Escherichia coli infection,产志贺毒素大肠杆菌感染,Bacterial,2000-10-01,2000-10,2,0.4666666666666667,0,0.010453432805412327,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:36:35.923232+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
disease,D115,shiga-toxin-producing-escherichia-coli-infection,Shiga toxin-producing Escherichia coli infection,AU,Australia,D115,Shiga toxin-producing Escherichia coli infection,产志贺毒素大肠杆菌感染,Bacterial,2000-11-01,2000-11,1,0.22580645161290322,0,0.005226716402706164,wpp_computed,,2000-01-01,2026-03-01,2026-03-27T13:36:35.923232+00:00,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi,all,Australia NINDSS,https://www.health.gov.au/topics/national-notifiable-diseases-surveillance-system-nndss,microsoft_bi
