dataset_kind,dataset_id,dataset_slug,dataset_name,country_code,country_name,disease_id,disease_name_en,disease_name_zh,category,date,year_month,cases,weekly_equiv_cases,deaths,incidence_rate_per_100k,incidence_rate_source,mortality_rate,primary_source_scope,primary_source_label,primary_source_url,primary_source_type,source_scopes,source_labels,source_urls,source_types
disease,D207,enterovirus-71-infection,Enterovirus 71 infection,HK,"Hong Kong, China",D207,Enterovirus 71 infection,肠病毒71型感染,Viral,2009-03-01,2009-03,9,2.032258064516129,0,0.12739815526055648,wpp_computed,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D207,enterovirus-71-infection,Enterovirus 71 infection,HK,"Hong Kong, China",D207,Enterovirus 71 infection,肠病毒71型感染,Viral,2009-04-01,2009-04,8,1.8064516129032258,0,0.1132428046760502,wpp_computed,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D207,enterovirus-71-infection,Enterovirus 71 infection,HK,"Hong Kong, China",D207,Enterovirus 71 infection,肠病毒71型感染,Viral,2009-05-01,2009-05,3,0.7000000000000001,0,0.04246605175351883,wpp_computed,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D207,enterovirus-71-infection,Enterovirus 71 infection,HK,"Hong Kong, China",D207,Enterovirus 71 infection,肠病毒71型感染,Viral,2009-06-01,2009-06,1,0.22580645161290322,0,0.014155350584506276,wpp_computed,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D207,enterovirus-71-infection,Enterovirus 71 infection,HK,"Hong Kong, China",D207,Enterovirus 71 infection,肠病毒71型感染,Viral,2009-07-01,2009-07,2,0.4666666666666667,0,0.02831070116901255,wpp_computed,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D207,enterovirus-71-infection,Enterovirus 71 infection,HK,"Hong Kong, China",D207,Enterovirus 71 infection,肠病毒71型感染,Viral,2009-08-01,2009-08,2,0.45161290322580644,0,0.02831070116901255,wpp_computed,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D207,enterovirus-71-infection,Enterovirus 71 infection,HK,"Hong Kong, China",D207,Enterovirus 71 infection,肠病毒71型感染,Viral,2009-09-01,2009-09,1,0.22580645161290322,0,0.014155350584506276,wpp_computed,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D207,enterovirus-71-infection,Enterovirus 71 infection,HK,"Hong Kong, China",D207,Enterovirus 71 infection,肠病毒71型感染,Viral,2009-10-01,2009-10,3,0.7000000000000001,0,0.04246605175351883,wpp_computed,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D207,enterovirus-71-infection,Enterovirus 71 infection,HK,"Hong Kong, China",D207,Enterovirus 71 infection,肠病毒71型感染,Viral,2009-11-01,2009-11,2,0.45161290322580644,0,0.02831070116901255,wpp_computed,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
disease,D207,enterovirus-71-infection,Enterovirus 71 infection,HK,"Hong Kong, China",D207,Enterovirus 71 infection,肠病毒71型感染,Viral,2009-12-01,2009-12,0,0.0,0,0.0,wpp_computed,,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv,chp_notifiable,"Hong Kong, China CHP Notifiable Diseases",https://www.chp.gov.hk/en/static/24012.html,open_data_csv
